,type,metaData,id,accountId,transactionURN,accountRef,date,description,category,amount,currency,status,matchState,fiData,merchantId,transactionType,etag,isExpense,isPending,discretionaryType,isLinkedToRule,transactionReviewState,isReviewed
693,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466060_0', 'rel': 'self'}]}",105265372_1222466060_0,105265372_9002406,urn:transaction:fdp::transactionid:391d7aa1-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-02,CIRCLE K X8594,"{'id': '105265372_1401', 'name': 'Gas & Fuel', 'categoryType': 'EXPENSE', 'parentId': '105265372_14', 'parentName': 'Auto & Transport'}",-30.76,USD,POSTED,NOT_MATCHED,"{'id': '202307021115597230623#20230623', 'date': '2023-07-02', 'amount': -30.76, 'description': 'CIRCLE K X8594', 'inferredDescription': 'CIRCLE K X8594', 'inferredCategory': {'id': '105265372_1401', 'name': 'Gas & Fuel'}}",10082.0,DEBIT,1695955520000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,False
692,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466090_0', 'rel': 'self'}]}",105265372_1222466090_0,105265372_9002406,urn:transaction:fdp::transactionid:391d7aa0-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-02,TRADER JOE S #095,"{'id': '105265372_701', 'name': 'Groceries', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-11.48,USD,POSTED,NOT_MATCHED,"{'id': '202307021115587230623#20230623', 'date': '2023-07-02', 'amount': -11.48, 'description': 'TRADER JOE S #095', 'inferredDescription': 'TRADER JOE S #095', 'inferredCategory': {'id': '105265372_701', 'name': 'Groceries'}}",4153.0,DEBIT,1695955520000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,False
691,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466102_0', 'rel': 'self'}]}",105265372_1222466102_0,105265372_9002406,urn:transaction:fdp::transactionid:391d7aa3-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-02,Amazon web services,"{'id': '105265372_204', 'name': 'Electronics & Software', 'categoryType': 'EXPENSE', 'parentId': '105265372_2', 'parentName': 'Shopping'}",-0.33,USD,POSTED,NOT_MATCHED,"{'id': '202307031254608230623#20230623', 'date': '2023-07-02', 'amount': -0.33, 'description': 'Amazon web services', 'inferredDescription': 'Amazon web services', 'inferredCategory': {'id': '105265372_204', 'name': 'Electronics & Software'}}",13400.0,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
690,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466094_0', 'rel': 'self'}]}",105265372_1222466094_0,105265372_9002406,urn:transaction:fdp::transactionid:391d7aa2-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-03,ARIZONA PIZZA COMPANY,"{'id': '105265372_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-22.0,USD,POSTED,NOT_MATCHED,"{'id': '202307031254598230623#20230623', 'date': '2023-07-03', 'amount': -22.0, 'description': 'ARIZONA PIZZA COMPANY', 'inferredDescription': 'ARIZONA PIZZA COMPANY', 'inferredCategory': {'id': '105265372_707', 'name': 'Restaurants'}}",1002438965.0,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
689,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466062_0', 'rel': 'self'}]}",105265372_1222466062_0,105265372_9002406,urn:transaction:fdp::transactionid:391d7aa4-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-04,Payment Thank You-Mobile,"{'id': '105265372_2101', 'name': 'Credit Card Payment', 'categoryType': 'NO_CATEGORY', 'parentId': '105265372_21', 'parentName': 'Transfer'}",278.3,USD,POSTED,NOT_MATCHED,"{'id': '202307041202016230623#20230623', 'date': '2023-07-04', 'amount': 278.3, 'description': 'Payment Thank You-Mobile', 'inferredDescription': 'Payment Thank You-Mobile', 'inferredCategory': {'id': '105265372_2101', 'name': 'Credit Card Payment'}}",,CREDIT,1695955520000,False,False,NONE,False,UNREVIEWED,False
686,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466038_0', 'rel': 'self'}]}",105265372_1222466038_0,105265372_9002406,urn:transaction:fdp::transactionid:391d7aa6-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-07,Steam Purchase,"{'id': '105265372_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-4.52,USD,POSTED,NOT_MATCHED,"{'id': '202307071228305230623#20230623', 'date': '2023-07-07', 'amount': -4.52, 'description': 'Steam Purchase', 'inferredDescription': 'Steam Purchase', 'inferredCategory': {'id': '105265372_707', 'name': 'Restaurants'}}",,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
685,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466115_0', 'rel': 'self'}]}",105265372_1222466115_0,105265372_9002406,urn:transaction:fdp::transactionid:391d7aa5-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-07,BASHAS' #071,"{'id': '105265372_701', 'name': 'Groceries', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-22.77,USD,POSTED,NOT_MATCHED,"{'id': '202307071228295230623#20230623', 'date': '2023-07-07', 'amount': -22.77, 'description': ""BASHAS' #071"", 'inferredDescription': ""BASHAS' #071"", 'inferredCategory': {'id': '105265372_701', 'name': 'Groceries'}}",4010.0,DEBIT,1695955520000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,False
680,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466116_0', 'rel': 'self'}]}",105265372_1222466116_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1b4-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-09,SKY MARKET CENTER C,"{'id': '105265372_701', 'name': 'Groceries', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-2.86,USD,POSTED,NOT_MATCHED,"{'id': '202307091046341230623#20230623', 'date': '2023-07-09', 'amount': -2.86, 'description': 'SKY MARKET CENTER C', 'inferredDescription': 'SKY MARKET CENTER C', 'inferredCategory': {'id': '105265372_701', 'name': 'Groceries'}}",,DEBIT,1695955520000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,False
681,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466106_0', 'rel': 'self'}]}",105265372_1222466106_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1b2-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-09,SQ *BLACK SUGAR,"{'id': '105265372_706', 'name': 'Fast Food', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-34.74,USD,POSTED,NOT_MATCHED,"{'id': '202307091046321230623#20230623', 'date': '2023-07-09', 'amount': -34.74, 'description': 'SQ *BLACK SUGAR', 'inferredDescription': 'SQ *BLACK SUGAR', 'inferredCategory': {'id': '105265372_706', 'name': 'Fast Food'}}",,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
683,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466073_0', 'rel': 'self'}]}",105265372_1222466073_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1b0-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-09,Amazon Prime*VX35Y3LP3,"{'id': '105265372_2', 'name': 'Shopping', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-15.9,USD,POSTED,NOT_MATCHED,"{'id': '202307091046301230623#20230623', 'date': '2023-07-09', 'amount': -15.9, 'description': 'Amazon Prime*VX35Y3LP3', 'inferredDescription': 'Amazon Prime*VX35Y3LP3', 'inferredCategory': {'id': '105265372_2', 'name': 'Shopping'}}",7218.0,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
684,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466032_0', 'rel': 'self'}]}",105265372_1222466032_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1b3-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-09,TST* Koi Palace Express -,"{'id': '105265372_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-22.06,USD,POSTED,NOT_MATCHED,"{'id': '202307091046331230623#20230623', 'date': '2023-07-09', 'amount': -22.06, 'description': 'TST* Koi Palace Express -', 'inferredDescription': 'TST* Koi Palace Express -', 'inferredCategory': {'id': '105265372_707', 'name': 'Restaurants'}}",,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
682,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466092_0', 'rel': 'self'}]}",105265372_1222466092_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1b1-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-09,TUCSON AIRPORT,"{'id': '105265372_1503', 'name': 'Rental Car & Taxi', 'categoryType': 'EXPENSE', 'parentId': '105265372_15', 'parentName': 'Travel'}",-1.51,USD,POSTED,NOT_MATCHED,"{'id': '202307091046311230623#20230623', 'date': '2023-07-09', 'amount': -1.51, 'description': 'TUCSON AIRPORT', 'inferredDescription': 'TUCSON AIRPORT', 'inferredCategory': {'id': '105265372_1503', 'name': 'Rental Car & Taxi'}}",1026588504.0,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
677,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466097_0', 'rel': 'self'}]}",105265372_1222466097_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1b8-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-10,Uniqlo USA LLC,"{'id': '105265372_201', 'name': 'Clothing', 'categoryType': 'EXPENSE', 'parentId': '105265372_2', 'parentName': 'Shopping'}",-55.14,USD,POSTED,NOT_MATCHED,"{'id': '202307101228296230623#20230623', 'date': '2023-07-10', 'amount': -55.14, 'description': 'Uniqlo USA LLC', 'inferredDescription': 'Uniqlo USA LLC', 'inferredCategory': {'id': '105265372_201', 'name': 'Clothing'}}",,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
675,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466120_0', 'rel': 'self'}]}",105265372_1222466120_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1b7-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-10,CLIPPER SYSTEMS MOBILE #1,"{'id': '105265372_1406', 'name': 'Public Transportation', 'categoryType': 'EXPENSE', 'parentId': '105265372_14', 'parentName': 'Auto & Transport'}",-5.0,USD,POSTED,NOT_MATCHED,"{'id': '202307101228286230623#20230623', 'date': '2023-07-10', 'amount': -5.0, 'description': 'CLIPPER SYSTEMS MOBILE #1', 'inferredDescription': 'CLIPPER SYSTEMS MOBILE #1', 'inferredCategory': {'id': '105265372_1406', 'name': 'Public Transportation'}}",,DEBIT,1695955520000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,False
678,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466086_0', 'rel': 'self'}]}",105265372_1222466086_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1b5-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-10,TST* TIPSY PUTT - EMERYVI,"{'id': '105265372_708', 'name': 'Alcohol & Bars', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-15.45,USD,POSTED,NOT_MATCHED,"{'id': '202307101228266230623#20230623', 'date': '2023-07-10', 'amount': -15.45, 'description': 'TST* TIPSY PUTT - EMERYVI', 'inferredDescription': 'TST* TIPSY PUTT - EMERYVI', 'inferredCategory': {'id': '105265372_708', 'name': 'Alcohol & Bars'}}",,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
679,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466056_0', 'rel': 'self'}]}",105265372_1222466056_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1b6-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-10,CLIPPER SYSTEMS MOBILE #1,"{'id': '105265372_1406', 'name': 'Public Transportation', 'categoryType': 'EXPENSE', 'parentId': '105265372_14', 'parentName': 'Auto & Transport'}",-10.0,USD,POSTED,NOT_MATCHED,"{'id': '202307101228276230623#20230623', 'date': '2023-07-10', 'amount': -10.0, 'description': 'CLIPPER SYSTEMS MOBILE #1', 'inferredDescription': 'CLIPPER SYSTEMS MOBILE #1', 'inferredCategory': {'id': '105265372_1406', 'name': 'Public Transportation'}}",,DEBIT,1695955520000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,False
676,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466101_0', 'rel': 'self'}]}",105265372_1222466101_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1b9-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-10,SQ *TOP DOG LLC,"{'id': '105265372_707', 'name': 'Restaurants', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-36.3,USD,POSTED,NOT_MATCHED,"{'id': '202307101228306230623#20230623', 'date': '2023-07-10', 'amount': -36.3, 'description': 'SQ *TOP DOG LLC', 'inferredDescription': 'SQ *TOP DOG LLC', 'inferredCategory': {'id': '105265372_707', 'name': 'Restaurants'}}",1001838020.0,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
673,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466061_0', 'rel': 'self'}]}",105265372_1222466061_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1ba-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-11,SNACK* ALLEY KITCHENS,"{'id': '105265372_7', 'name': 'Food & Dining', 'categoryType': 'EXPENSE', 'parentId': '105265372_0', 'parentName': 'Root'}",-22.3,USD,POSTED,NOT_MATCHED,"{'id': '202307111316382230623#20230623', 'date': '2023-07-11', 'amount': -22.3, 'description': 'SNACK* ALLEY KITCHENS', 'inferredDescription': 'SNACK* ALLEY KITCHENS', 'inferredCategory': {'id': '105265372_7', 'name': 'Food & Dining'}}",,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
672,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466058_0', 'rel': 'self'}]}",105265372_1222466058_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1bb-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-12,SQ *SANKAKU,"{'id': '105265372_706', 'name': 'Fast Food', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-17.17,USD,POSTED,NOT_MATCHED,"{'id': '202307121328216230623#20230623', 'date': '2023-07-12', 'amount': -17.17, 'description': 'SQ *SANKAKU', 'inferredDescription': 'SQ *SANKAKU', 'inferredCategory': {'id': '105265372_706', 'name': 'Fast Food'}}",,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
671,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466088_0', 'rel': 'self'}]}",105265372_1222466088_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1bc-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-12,MCDONALD'S FX3573,"{'id': '105265372_706', 'name': 'Fast Food', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-13.27,USD,POSTED,NOT_MATCHED,"{'id': '202307121328236230623#20230623', 'date': '2023-07-12', 'amount': -13.27, 'description': ""MCDONALD'S FX3573"", 'inferredDescription': ""MCDONALD'S FX3573"", 'inferredCategory': {'id': '105265372_706', 'name': 'Fast Food'}}",3015.0,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
670,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466034_0', 'rel': 'self'}]}",105265372_1222466034_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1bd-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-13,CLIPPER SYSTEMS MOBILE #1,"{'id': '105265372_1406', 'name': 'Public Transportation', 'categoryType': 'EXPENSE', 'parentId': '105265372_14', 'parentName': 'Auto & Transport'}",-7.0,USD,POSTED,NOT_MATCHED,"{'id': '202307131240025230623#20230623', 'date': '2023-07-13', 'amount': -7.0, 'description': 'CLIPPER SYSTEMS MOBILE #1', 'inferredDescription': 'CLIPPER SYSTEMS MOBILE #1', 'inferredCategory': {'id': '105265372_1406', 'name': 'Public Transportation'}}",,DEBIT,1695955520000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,False
669,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466104_0', 'rel': 'self'}]}",105265372_1222466104_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1be-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-14,CIRCLE K X8594,"{'id': '105265372_1401', 'name': 'Gas & Fuel', 'categoryType': 'EXPENSE', 'parentId': '105265372_14', 'parentName': 'Auto & Transport'}",-38.34,USD,POSTED,NOT_MATCHED,"{'id': '202307141154376230623#20230623', 'date': '2023-07-14', 'amount': -38.34, 'description': 'CIRCLE K X8594', 'inferredDescription': 'CIRCLE K X8594', 'inferredCategory': {'id': '105265372_1401', 'name': 'Gas & Fuel'}}",10082.0,DEBIT,1695955520000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,False
667,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466075_0', 'rel': 'self'}]}",105265372_1222466075_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1bf-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-16,SQ *TASTE TEAS BOBA,"{'id': '105265372_704', 'name': 'Coffee Shops', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-17.33,USD,POSTED,NOT_MATCHED,"{'id': '202307161213043230623#20230623', 'date': '2023-07-16', 'amount': -17.33, 'description': 'SQ *TASTE TEAS BOBA', 'inferredDescription': 'SQ *TASTE TEAS BOBA', 'inferredCategory': {'id': '105265372_704', 'name': 'Coffee Shops'}}",,DEBIT,1695955520000,True,False,DISCRETIONARY,False,UNREVIEWED,False
668,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466040_0', 'rel': 'self'}]}",105265372_1222466040_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1c1-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-16,SPEEDWAY XXXXX 1685 E. UN,"{'id': '105265372_1401', 'name': 'Gas & Fuel', 'categoryType': 'EXPENSE', 'parentId': '105265372_14', 'parentName': 'Auto & Transport'}",-24.5,USD,POSTED,NOT_MATCHED,"{'id': '202307161213063230623#20230623', 'date': '2023-07-16', 'amount': -24.5, 'description': 'SPEEDWAY XXXXX 1685 E. UN', 'inferredDescription': 'SPEEDWAY XXXXX 1685 E. UN', 'inferredCategory': {'id': '105265372_1401', 'name': 'Gas & Fuel'}}",12225.0,DEBIT,1695955520000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,False
666,CashAndCreditTransaction,"{'lastUpdatedDate': '2023-09-29T02:45:20Z', 'link': [{'otherAttributes': {}, 'href': '/v1/transactions/search/105265372_1222466108_0', 'rel': 'self'}]}",105265372_1222466108_0,105265372_9002406,urn:transaction:fdp::transactionid:391da1c0-5e72-11ee-b71b-8ab62ef9a8b8,"{'id': '9002406', 'accountURN': 'urn:account:fdp::accountid:390cb1c0-5e72-11ee-9b41-ee982c68d214', 'name': 'CREDIT CARD', 'type': 'CreditAccount', 'hiddenFromPlanningAndTrends': False}",2023-07-16,SAFEWAY #1988,"{'id': '105265372_701', 'name': 'Groceries', 'categoryType': 'EXPENSE', 'parentId': '105265372_7', 'parentName': 'Food & Dining'}",-19.59,USD,POSTED,NOT_MATCHED,"{'id': '202307161213053230623#20230623', 'date': '2023-07-16', 'amount': -19.59, 'description': 'SAFEWAY #1988', 'inferredDescription': 'SAFEWAY #1988', 'inferredCategory': {'id': '105265372_701', 'name': 'Groceries'}}",4122.0,DEBIT,1695955520000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,False
